,Vocabulary,Meaning,Reading,Mnemonic,Level,URL
127,お父さん,FATHER,"The part you have to learn to read is the 父 portion. This uses the kun'yomi, which you didn't learn when doing the kanji.
Imagine you are taking your venerable father to とうきょう. He's always wanted to go and this is the trip of a lifetime! Imagine walking through the streets of Tokyo with your Dad, taking in all the sights.","This word begins with an honorific (お), making whatever comes after it more elevated. Then there's 父, which you know means father. Lastly, we have the honorific name ender さん. So this is a nice way to say father. You use it when you're talking to your own dad or talking about him with friends. You can also use this when you're talking about your friends' dads.
In more formal settings, you'll want to use 父 (pronounced ちち) to talk about your own dad and お父様 to talk about someone else's dad. Don't worry, you'll learn that last kanji in a few lessons. Until then, it's pronounced, おとうさま.",3,https://www.wanikani.com/vocabulary/%E3%81%8A%E7%88%B6%E3%81%95%E3%82%93
128,少ない,FEW,"The reading for this one is fairly difficult, as it's the kun'yomi reading (you can tell it's kun'yomi because of all the hiragana attached). You have to remember the すく part to remember the reading of this word. Think of it this way:
You have a few of something. This something is suckers (すく). Imagine putting all (three-ish) of them in your mouth at once. How does it taste? Can you taste the flavors from each of the few?","This word has a single kanji with hiragana attached, ending in a い. This means you know it's an adjective. What is the adjective form of few? It's also few.",3,https://www.wanikani.com/vocabulary/%E5%B0%91%E3%81%AA%E3%81%84
129,五台,FIVE MACHINES,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","As long as you know both of the individual kanji meanings, you should be able to put together this one to get five machines.",3,https://www.wanikani.com/vocabulary/%E4%BA%94%E5%8F%B0
130,外人,FOREIGNER,"This is a jukugo word, which usually means on'yomi readings from the kanji. Since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
Who's the foreigner? Well obviously the guy wearing jeans (がいじん)!","An ""outside person"" is a foreigner. This word is fairly common, though it's not super polite, either. It's okay most of the time, but it can be used derogatorily depending on the situation. The more polite version is 外国人 (outside country person) but you won't learn that until you learn the kanji for 国.",3,https://www.wanikani.com/vocabulary/%E5%A4%96%E4%BA%BA
131,フランス人,FRENCH PERSON,"Often times, when two kanji come together to form a kanji compound (or jukugo), you use the on'yomi readings. This is similar to that, though instead of another kanji it's a foreign word. This pattern works with almost any country as well. Just add 人 to a country name and you've described the people who live there. You'll see more of these before you're finished here.
And since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
As with all words for nationalities, the 人 here is pronounced じん. All nationalities, including French people, love jeans (じん)!","フランス is ""France."" So what is a ""France person?"" That would be a French Person.",3,https://www.wanikani.com/vocabulary/%E3%83%95%E3%83%A9%E3%83%B3%E3%82%B9%E4%BA%BA
132,生,FRESH,"This uses one of the kun'yomi readings. Here's a mnemonic to help you remember it:
After eating raw fish, my yoga teacher and I say namaste (なま) to the sushi chef, bowing low to show our appreciation.","Normally a single kanji alone like this would mean the same thing as its parent kanji, but in the case of 生 it's a little different (but still related). When you think of something that has life, it's fresh or raw. Think sashimi or sushi, for example. You want that to be as close as possible to life as you can, so you eat it when it's fresh and raw. This word can also be used to describe a live event, like a concert or sporting event.
You'll see this word at the beginning of other words. For example, 生たまご is ""raw egg.""",3,https://www.wanikani.com/vocabulary/%E7%94%9F
133,友人,FRIEND,"This is a jukugo word, which usually means on'yomi readings from the kanji. Since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
All your friends are youths in jeans (ゆうじん)! Every single one. If any of your friends is not a youth in jeans, they're simply not your friend, I'm afraid.","A person who is a friend is just that, a friend!",3,https://www.wanikani.com/vocabulary/%E5%8F%8B%E4%BA%BA
134,毛,FUR,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
Look down! You're holding something covered in fur. It's a furry kettle (け)! It's the weirdest kettle you've ever seen, but presumably it keeps the water hot for much longer.",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E6%AF%9B
135,少女,GIRL,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",A little woman is a girl or a young lady. This word is generally used to describe someone who's between the ages of about five and eighteen.,3,https://www.wanikani.com/vocabulary/%E5%B0%91%E5%A5%B3
136,公用,GOVERNMENT BUSINESS,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",A public task is going to be government business. You have to think of this public as government to know the meaning of this word easily.,3,https://www.wanikani.com/vocabulary/%E5%85%AC%E7%94%A8
137,半,HALF,"Since this word is made up of a single kanji, it's supposed to use the kun'yomi reading. But, there is no useful kun'yomi reading for this kanji, so even the single kanji vocab word version uses the on'yomi reading, which you've already learned!",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E5%8D%8A
138,半分,HALF,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","You have half a part. Half a part is still half, right?",3,https://www.wanikani.com/vocabulary/%E5%8D%8A%E5%88%86
139,心,HEART,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
Imagine a giant heart sitting in a rowing boat. It's also drinking cocoa. Focus on all three of these parts and associate them into one story / memory. Once you've done that, sing the ""cocoa row"" (こころ) song! I don't know what that song is, but I want you to make one up and actually sing it, out loud. If you do, I bet you won't forget this word's reading too easily.",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E5%BF%83
140,大切,IMPORTANT,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","Think back to the old old olden days. Back when decisions were made with swords. A big cut is going to be important. Just imagine a couple samurai squaring off, then charging, then making one big cut. It's the most important thing they'll do in their lives (if they live!).",3,https://www.wanikani.com/vocabulary/%E5%A4%A7%E5%88%87
141,内,INSIDE,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
There's something inside and you wanna get to what's within. Look inside. Ooh, cheese (うち)! Your favorite. Ooh cheese, how I love you.","The kanji and the word are exactly the same. That means they share meanings as well.
When this kanji is a word on its own, it's actually very often written in hiragana. Still, the kanji version of the word is worth knowing, too!",3,https://www.wanikani.com/vocabulary/%E5%86%85
142,戸,JAPANESE STYLE DOOR,"This has the same reading as the kanji you learned, meaning you know the reading!",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E6%88%B8
143,ビー玉,MARBLE,"If you know katakana as well as the reading that you learned when you learned the kanji 玉, you should be able to read this. Just watch out for the rendaku.","When you see a katakana word, it's a safe bet that it is a foreign loan word from somewhere else. This one's interesting, because it combines katakana and kanji! The first marble came to Japan from Portugal, so the ビー part of the word is short for ""vidro,"" which means ""glass"" in Portuguese. Anyway, don't get thrown off by that ビー. Maybe just imagine that your favorite marble is black and yellow like a bee.",3,https://www.wanikani.com/vocabulary/%E3%83%93%E3%83%BC%E7%8E%89
144,お母さん,MOTHER,"Since this word is made up of a single kanji, it uses the kun'yomi reading. You have to remember the かあ portion. Here's a mnemonic to help you to remember it:
What does your super nice mother do for you (this is why you're so polite to her!)? She drives you all around in her car (かあ) taking you wherever you need to go... soccer, kendo, whatever. What a nice mother you have!","This word starts with お which makes it more polite. Then, there's the kanji 母 which you know means mother. Last, there's the honorific さん which further adds respect (to the mother). So, this is the nice way to say mother. You use it when you're talking to your own mom or talking about her with friends. You can also use this when you're talking about your friends' moms.
If you need to talk about someone's mother that you don't really know, or you aren't close to, you'll want to use お母様, instead. Don't worry, you'll learn that last kanji in a few lessons. Until then, it's pronounced, おかあさま. Kay?",3,https://www.wanikani.com/vocabulary/%E3%81%8A%E6%AF%8D%E3%81%95%E3%82%93
145,母,MOTHER,"The reading is the kun'yomi reading, but this is the reading you learned with the kanji. Just remember, your mother is a terrible person and won't stop laughing at you: ""HA HA HA HA HA!""","The kanji and the word are exactly the same. That means they share meanings as well. This is the polite and humble form of mother. You use this when you're talking about your own mother to other people, especially if you aren't very close to them.",3,https://www.wanikani.com/vocabulary/%E6%AF%8D
146,市立,MUNICIPAL,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","The city stand is municipal in nature. Municipal means ""of or relating to a city or its governing body"", and this vocabulary means just that. Or just city. City is fine too.",3,https://www.wanikani.com/vocabulary/%E5%B8%82%E7%AB%8B
147,北,NORTH,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
You're going to the far north where it's very cold (north pole, perhaps?). One of the most important things you bring with you is a survival kit (きた).",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E5%8C%97
148,今,NOW,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
What'll you drink now? I'll have a Zima, ima.
Say ""ZIMA IMA"" ten times fast.",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E4%BB%8A
149,〜人,NUMBER OF PEOPLE,"This is a counter, which usually means on'yomi readings from the kanji. Since 人 has two on'yomi readings, here's a mnemonic to help you remember which one to use:
Just think of the sheer number of people at Nintendo (にん). It must be huge. This really is just a counter for people that work at Nintendo.","When you see this on a number, for example ７人 or ３人, you're using it to count people. Just remember, both 一人 and 二人 have alternative readings. From 3 and up it's just the number plus にん, like this. ５人 is ごにん, １０人 is じゅうにん, etc. This is the counter for people, which makes this word the number of people.",3,https://www.wanikani.com/vocabulary/%E3%80%9C%E4%BA%BA
150,大人しい,OBEDIENT,You already learned this reading when you learned 大人! You should be able to read this too!,"Remember how you learned that 大人 means ""adult?"" Well this is the adjective version of that. The I-adjective (see how it ends in い?). What adjective do adults want to be able to use for their own kids? They want to say they are obedient, quiet kids!",3,https://www.wanikani.com/vocabulary/%E5%A4%A7%E4%BA%BA%E3%81%97%E3%81%84
151,古い,OLD,"Since this word is made up of a single kanji with some hiragana attached, it's going to use the kun'yomi reading. You learned the on'yomi when learning the kanji portion, so let's use a mnemonic to help you with the reading of this word:
If you're old, you're also full (ふる) of memories. And you're probably full of old secrets. And you're full from old people food.","This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of old? It's also old, ancient, or out-of-date.
This word is used for things like clothes, food and friendships, but not for people! So a 古い友人 (old friend) is someone you've been friends with for a long time, not an elderly friend.",3,https://www.wanikani.com/vocabulary/%E5%8F%A4%E3%81%84
152,十万,ONE HUNDRED THOUSAND,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",Ten ten thousands is equal to one hundred thousand.,3,https://www.wanikani.com/vocabulary/%E5%8D%81%E4%B8%87
153,一台,ONE MACHINE,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","As long as you know the two kanji that make up this word, you should be able to figure out the meaning of this word as well.",3,https://www.wanikani.com/vocabulary/%E4%B8%80%E5%8F%B0
154,人生,ONE'S LIFE,"This is a jukugo word, which usually means on'yomi readings from the kanji. Since 人 and 生 both have two on'yomi readings, here's a mnemonic to help you:
Your life boils down to just two things: jeans and a saber (じんせい). Your whole life, that's all you've ever needed, jeans and a saber. What are you, some kind of American pirate?",The kanji for person and life combined makes you think about human life. What is your human life like?,3,https://www.wanikani.com/vocabulary/%E4%BA%BA%E7%94%9F
155,テーブルの上,ON THE TABLE,"In this phrase, 上 is a standalone word, so it uses the same reading that you learned when you learned the vocabulary. Easy to stay on top of that one, right?","First we have a katakana word, so it's safe to assume that it's a loan word. Like many loan words, it comes from English. Say it out loud and what do you have? That's right, ""table"". Then comes the particle の, which joins two nouns together. Finally we have 上, which you learned means ""up"" or ""above"". Put all of these pieces together and we have a phrase meaning on the table or tabletop!",3,https://www.wanikani.com/vocabulary/%E3%83%86%E3%83%BC%E3%83%96%E3%83%AB%E3%81%AE%E4%B8%8A
156,元,ORIGIN,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
You're trying to trace a person back to their origin so you can learn more about them. You finally get there - it's a castle. The problem is that it's surrounded by a huge moat (もと) and you can't get past it because the drawbridge is up. Feel the frustration of this. Think about your goal and how close you are to getting to it if it wasn't for this lousy moat.","The kanji and the word are exactly the same. That means they share meanings as well. When it's used as a prefix, it takes on the related meaning of ex- or former.",3,https://www.wanikani.com/vocabulary/%E5%85%83
157,外,OUTSIDE,"Since this word is made up of a single kanji, it should use the kun'yomi reading. When learning the kanji, you didn't learn that reading, so here's a mnemonic to help you with this word:
You look outside, it's totally frozen. You throw salt (そと) outside to melt the ice.",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E5%A4%96
158,分,PART,"This word is usually combined with other words, which is probably why this single kanji vocab word uses the on'yomi instead of the kun'yomi. If you know the kanji reading, you know this vocab's reading as well, but the reading is different depending on the meaning:
If it means part or portion, it's read ぶん. Probably because your buns come in two parts. Ohoho.","This word has the same meaning that you learned with the kanji: part, or portion. By extension, it can also mean content, as in ""alcohol content"" because that's the portion of alcohol in a drink.
This word is used for fractions, too, as in one third or one quarter. Again, you can see how this links to ""parts"" and ""portions"", right?",3,https://www.wanikani.com/vocabulary/%E5%88%86
159,シアトル市,SEATTLE,"This word uses on'yomi reading, which you learned with the kanji.","The name of the city (シアトル／しあとる) with a 市 attached to it means it is ""the city of ____."" You can do this with any city (try it out on your hometown!). So this word means Seattle, or more specifically City of Seattle.",3,https://www.wanikani.com/vocabulary/%E3%82%B7%E3%82%A2%E3%83%88%E3%83%AB%E5%B8%82
160,中古,SECONDHAND,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","The combination of kanji doesn't make perfect sense, but it's alright. Take something that's middle old and you have something that's used or secondhand. It's not 100% old yet... it's still in the middle, meaning you can give it to someone else to use, like your younger siblings.",3,https://www.wanikani.com/vocabulary/%E4%B8%AD%E5%8F%A4
161,中止,SUSPENSION,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","When something is in the middle of an action but it's stopped, this means it's put into suspension. Imagine getting frozen while you're running. It's kind of like that.",3,https://www.wanikani.com/vocabulary/%E4%B8%AD%E6%AD%A2
162,用,TASK,"This one uses the on'yomi reading, which you've learned from the kanji already!",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E7%94%A8
163,十台,TEN MACHINES,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","If you know the two kanji separately, you should be able to put them together to form the meaning of this kanji.",3,https://www.wanikani.com/vocabulary/%E5%8D%81%E5%8F%B0
164,万,TEN THOUSAND,"When a vocab word is a single kanji with no okurigana, it usually uses the kun'yomi reading. Numbers are an exception to this. Numbers use the on'yomi reading, which you've already learned by learning the kanji's reading! How nice!",When a vocab word is a single kanji without okurigana (hiragana attached to the kanji) it usually has the same meaning as the kanji it's spawned from. If you know the kanji meaning you'll also know the vocab meaning. It's ten thousand!,3,https://www.wanikani.com/vocabulary/%E4%B8%87
165,一万,TEN THOUSAND,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","When you have one ten thousand you just have ten thousand. In Japanese, though, you specify how many ten thousands you have, though (which is weird in English, but should make sense if you think about it).",3,https://www.wanikani.com/vocabulary/%E4%B8%80%E4%B8%87
166,今月,THIS MONTH,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.",The now month is actually this month.,3,https://www.wanikani.com/vocabulary/%E4%BB%8A%E6%9C%88
167,生まれる,TO BE BORN,"You have to remember the う part of this word to read it. To remember that, let's use a mnemonic:
Just imagine someone being born. All they do is scream: UUUUUuuUuuUUUuuuUUUuu (う) the whole time. Go ahead and imagine yourself being born and doing the same thing. Say UUUuuUUuuu out loud to help you to remember.","Since this is a kanji with hiragana attached that ends with an う sound, you know that this word is a verb. What's the ultimate verb version of the kanji 生? That would be to be born, the very beginning of life as we know it!",3,https://www.wanikani.com/vocabulary/%E7%94%9F%E3%81%BE%E3%82%8C%E3%82%8B
168,切る,TO CUT,"When you think to cut something, what do you think about cutting? One thing is cutting down a tree, which is also known as 木, or き. You きる a き.","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means cut, and the verb form of that is to cut.",3,https://www.wanikani.com/vocabulary/%E5%88%87%E3%82%8B
169,今日,TODAY,"The reading for this word is a complete exception, though the word itself is incredibly common and useful. When you think of ""today"" think about what you have to do today for work.
You have to work in one of those mall kiosks (きょう). Just think about how sad you are that you have to do this today. What a crummy day. It's sunny outside and you're stuck in a mall manning this hermit crab kiosk.
Note: This reading mnemonic is pretty far away from the actual reading, as far as reading mnemonics go. Use this to get yourself close, and then use your own brain grapes to get the rest of the way there. This one won't be as easy as most of the others, but do some good old fashioned memorization and you should be okay. I won't ask you to do this much, fortunately. :)","The now day is what day? Oh, it's today.",3,https://www.wanikani.com/vocabulary/%E4%BB%8A%E6%97%A5
170,外す,TO DISCONNECT SOMETHING,"Since this word has okurigana (hiragana attached to the kanji) you know that it's probably going to be a kun'yomi reading. You haven't learned this one yet, so here's a mnemonic to help you:
If you're going to disconnect something, it has (はず) to be the right thing! Don't go disconnecting the wrong plug, you'll cause no end of trouble!","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb.
The kanji 外 means outside, and the meaning of this verb is somewhat related. It means to disconnect something. Think of it like this, if you disconnect a plug from a socket, you are taking the plug ""outside"" of the socket, right? Depending on the context, this verb can also mean to miss something (like the target during archery practice), to remove something, or to exclude something.
This is a transitive verb. That means it takes a direct object. You disconnect something, like a plug, or remove something, like your dog's leash. It's worth mentioning that most verbs ending in す are transitive, so you'll start seeing this pattern as you learn more!",3,https://www.wanikani.com/vocabulary/%E5%A4%96%E3%81%99
171,太る,TO GET FAT,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You have to learn the ふと portion of this word to be able to read it. Here's a mnemonic to help you:
You're getting fat so quickly that you can see your body expanding. You look down - at first you can see your foot (ふと) but then a second later you can't. You can't see your foot because you're getting fat, even when you stick your foot way out. What's going on?","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means fat so the verb form of that is to get fat.",3,https://www.wanikani.com/vocabulary/%E5%A4%AA%E3%82%8B
172,引く,TO PULL,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. The reading (ひ) is the same as the one you learned for the kanji, meaning you should already know it!","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means pull and the verb version vocab means to pull.
This word has other meanings too! When you pull numbers away from other numbers, what you're really doing is subtracting them. That's why this word also means to subtract. And when you pull something towards you, that's to attract it.",3,https://www.wanikani.com/vocabulary/%E5%BC%95%E3%81%8F
173,広げる,TO SPREAD SOMETHING,"Since this word has okurigana (hiragana attached to the kanji) you know that it's probably going to be the kun'yomi reading. You learned this reading with the kanji, but here's a reminder mnemonic to help you:
You are going to spread something. What are you going to spread? How about your arms, so that you can fly into the sky like the super hero (ひろ) that you are! Most heroes can fly when they spread their arms wide!","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb.
The kanji itself means wide, and the verb version is what happens when you try to make something wider. How do you make something wider? That's right, you have to spread something, to unfold something or to open something up. All of those actions will make a thing wider!
This is a transitive verb. That means it takes a direct object. You spread something. Like a newspaper, or a cloth on a table.",3,https://www.wanikani.com/vocabulary/%E5%BA%83%E3%81%92%E3%82%8B
174,止める,TO STOP SOMETHING,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you:
You need to stop something from moving. Maybe a car... or a door... or a person... whatever you want. To stop this thing, you throw out your toe (と), getting it smashed in the process. Imagine it bleeding and swelling up. How much it hurts! You put your toe out to stop this big thing, what a mistake!","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means stop and the verb vocab version of that is to stop something.
This particular word is when you're stopping something (i.e. doing the action of stopping it).",3,https://www.wanikani.com/vocabulary/%E6%AD%A2%E3%82%81%E3%82%8B
175,分かる,TO UNDERSTAND,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you:
You scream ""WAHHHHHH"" (わ) in terror and ""CAAAR!!!"" (か) as you careen down the freeway. Your dad is driving like a maniac and almost hit another car! ""WAAH CAAAR!!!"" (わか) you scream again. If only he understood your terror!","This word means to understand, which might surprise you if you remember that the kanji 分 means ""part"" or ""parts."" Think of it this way: to understand something you have to break it down into its parts to see how it works.
Watch out, though, because whereas in English you understand something, in Japanese the thing you understand is the grammatical subject (it's doing the action). So, a more literal meaning for this is to be understandable. In other words, there's no object, and 分かる is intransitive, meaning it happens on its own. The かる ending is a hint, because verbs with かる as okurigana (kana added to the kanji) are usually intransitive.",3,https://www.wanikani.com/vocabulary/%E5%88%86%E3%81%8B%E3%82%8B
176,用いる,TO UTILIZE,"Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you to learn the もち portion of もちいる:
What will you utilize to get the job done? You have mochi (もち) in your hand, so you'll use that. Now go think of some kind of imaginary task you'll complete with mochi, making it as ridiculous as possible.","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means task or use. You can think of this verb as a more formal way to say to use, and that is to utilize.",3,https://www.wanikani.com/vocabulary/%E7%94%A8%E3%81%84%E3%82%8B
177,二万,TWENTY THOUSAND,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","When you have two ten thousands, you have twenty thousand.",3,https://www.wanikani.com/vocabulary/%E4%BA%8C%E4%B8%87
178,二台,TWO MACHINES,"This is a jukugo word, which usually means on'yomi readings from the kanji. If you know the readings of your kanji you'll know how to read this as well.","When you combine these two kanji, you should be able to see how it forms the word two machines.",3,https://www.wanikani.com/vocabulary/%E4%BA%8C%E5%8F%B0
179,ベッドの下,UNDER THE BED,"下 is a standalone word here, so it uses the same reading that you learned when you learned the vocabulary.","This starts with another katakana word, so you can assume that it's a loan word. This one also comes from English. Can you figure out what it means? That's right, ""bed"". Then comes the particle の, which joins two nouns together. Finally, we have 下, which you learned means ""down"" or ""below"". Put these elements together and you get below the bed, under the bed or beneath the bed. What's under your bed?",3,https://www.wanikani.com/vocabulary/%E3%83%99%E3%83%83%E3%83%89%E3%81%AE%E4%B8%8B
180,方,WAY,"Since this word is made up of a single kanji, it should use the kun'yomi reading, but it can be either that or the on'yomi reading, depending on the context. You haven't learned the kun'yomi reading for 方 yet, so there's a mnemonic to help you:
You need to go a certain direction. How do you get there? By jumping into a catapult (かた) and shooting yourself the right way. Need to get a particular direction fast? Consider the catapult next time.",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E6%96%B9
181,広い,WIDE,"The reading for this word is the same as the reading you learned in the kanji section: ひろ, making this ひろい.","This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of wide? It's also wide.",3,https://www.wanikani.com/vocabulary/%E5%BA%83%E3%81%84
182,冬,WINTER,"The reading for this word is the same as the kun'yomi reading you learned for the kanji, meaning you should know both!",The kanji and the word are exactly the same. That means they share meanings as well.,3,https://www.wanikani.com/vocabulary/%E5%86%AC
183,女の人,WOMAN,"This word is actually two separate words combined with a particle. So, since you treat them like separate words, you read each of them with the kun'yomi readings (they are both single kanji words all alone). That being said, in level 1 you learned about the vocab readings for these separate words, so use that knowledge to remember the reading for this word as well.","The の particle makes it so the 人 belongs to the 女. Basically, this literally means ""a woman person"" or ""a person of woman."" It's a more polite way to say plain old woman, though, so all you have to remember is that.",3,https://www.wanikani.com/vocabulary/%E5%A5%B3%E3%81%AE%E4%BA%BA
